function,declared_arguments,declaration_path
func_02059278,3
func_0205929c,3
Sound_SetDirectSequenceVolume,3
func_020592d8,4
Sound_SetDirectSequenceTrackMask,3
func_02059320,4
Sound_IsDirectSequencePlaying,2
Sound_GetDirectSequenceTrackMask,2
Sound_Play,3
Sound_PlayEffectWithParameters,6
Sound_PlayOwnedEffect,6
Sound_StopEffect,3
Sound_StopOwnerEffects,2
Sound_SetEffectParameters,6
Sound_SetEffectPitch,4
Sound_FadeEffectVolume,5
Sound_IsEffectPlaying,3
Sound_SetEffectModulationDepth,4
Sound_SetEffectModulationSpeed,4
func_020594ec,2,include/tingle/sound_stream.h
Sound_IsStreamPlaying,2,include/tingle/sound_stream.h
Sound_PlayStream,6,include/tingle/sound_stream.h
Sound_StopStream,2,include/tingle/sound_stream.h
Sound_FadeStreamVolume,3,include/tingle/sound_stream.h
Sound_SaveStreamPosition,1,include/tingle/sound_stream.h
Sound_ResumeStreamPosition,1,include/tingle/sound_stream.h
func_0205acdc,1,include/tingle/sound_stream.h
func_0205acf4,1,include/tingle/sound_stream.h
SoundManager_PlayDefaultStream,2,include/tingle/sound_stream.h
func_0205ae3c,6,include/tingle/sound_stream.h
func_0205aee8,3,include/tingle/sound_stream.h
func_0205af24,2,include/tingle/sound_stream.h
